summary_drug_use	tafv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used alafenamide tenofovir (305) at visit (added at visit 44)	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	ddcv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used ddC (94) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	dpsv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Dapsone (113) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	mcxv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Mycelex (145) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	itfv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used interferon (90) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	horv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used hormones (507) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	sqvv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Saquinavir (210) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	odf	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used odefsey  (306) since last visit (added at visit 44)	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	apvv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Amprenavir (219) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	tmp	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Bactrim (112) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	tumv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Triumeq  (293) at visit (added at visit 40)	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	cobv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used cobicistat (283) at visit (added at visit 37)	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	abc	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Abacavir (218) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	d4tv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used d4T (159) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	ambv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Amphoceterin B (124) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	slzv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Selzentry (maraviroc) (265) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	ftc	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used FTC Emtriva(239) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	dlv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Delavirdine (194) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	ecft	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used genvoya  (290) since last visit (added at visit 44)	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	reb	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used rebetron(235) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	vcz	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Vfend (Voriconazole) (247) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	peg	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used pegasys (242) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	nanv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used nandralone (232) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	rfmv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Rifampin (Rifidin) (139) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	ddiv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used ddI (147) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	sbdv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Stribild (287) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	tdf	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Tenofovir (234) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	atzv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Atazanavir (243) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	aziv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Azithromycin (zithromax) (152) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	mep	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Atovaquone (190) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	sbd	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Stribild (287) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	dcv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used descovy  (308) since last visit (added at visit 44)	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	epov	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used epogen (117) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	tmpv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Bactrim (112) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	isz	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Isoniazid (138) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	tpv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Tipranavir(Aptivus) (238) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	etv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Intelence (etravirine, TMC-125) (255) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	ecftv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used genvoya  (290) at visit (added at visit 44)	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	idv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Indinavir (212) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	ist	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Isentress (raltegravir, MK-0518) (264) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	monv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Monistat (229) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	cob	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used cobicistat (283) since last visit (added at visit 37)	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	rfm	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Rifampin (Rifidin) (138) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	atp	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Atripla(EFV/TDF/FTC) (262) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	cbvv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Combivir (AZT/3TC) (227) at visit (no summ)	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	eth	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Ethambutol (137) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	atz	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Atazanavir (243) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	fcvv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Famcyclovir (213) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	tum	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Triumeq  (293) since last visit (added at visit 40)	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	rpv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used rilpivirine (276) since last visit (added at visit 34)	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	nysv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Nystatin (144) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	cla	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Clarithromycin (Biaxin) (184) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	dgtv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used dolutegravir  (286) at visit (added at visit 39)	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	rebv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used rebetron(235) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	apn	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used aerosolized Pentamidine (114) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	ktzv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Ketocanazole (127) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	trzv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Terazol (230) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	dcvv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used descovy  (308) at visit (added at visit 44)	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	vcvv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Valcyclovir (198) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	vcv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Valcyclovir (198) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	flzv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Fluconazole (116) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	sqv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Saquinavir (210) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	truv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Truvada (TDF/FTC) (253) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	rifv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Rifabutin (Mycobutin) (93) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	iszv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Isoniazid (138) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	mcx	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Mycelex (145) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	ethv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Ethambutol (137) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	azi	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Azithromycin (zithromax) (152) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	fpvv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Fosamprenavir (249) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	flz	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Fluconazole (116) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	odfv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used odefsey  (306) at visit (added at visit 44)	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	ktz	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Ketocanazole (127) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	mplv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used methyl-prednisolone (705) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	abcv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Abacavir (218) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	prdv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used prednisone (704) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	apnv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used aerosolized Pentamidine (114) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	azt	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used AZT (92) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	prd	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used prednisone (704) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	tzv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Trizivir (AZT/3TC/ABC) (240) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	tdfv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Tenofovir (234) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	taf	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used alafenamide tenofovir (305) since last visit (added at visit 44)	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	cbv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Combivir (AZT/3TC) (227) since last visit (no summ)	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	ddi	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used ddI (147) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	rif	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Rifabutin (Mycobutin) (93) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	drv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Darunavir(TMC-114) (256) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	nfvv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Nelfinavir (216) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	enf	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Fuzeon T20 (233) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	nys	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Nystatin (144) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	nan	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used nandralone (232) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	efv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Sustiva (220) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	lam	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Lamivudine (3TC) (204) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	pdl	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used prednisolone (707) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	hor	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used  hormones (507) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	drvv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Darunavir(TMC-114) (256) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	gcv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Ganciclovir (DHPG) (125) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	prz	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Prezcobix  (295) since last visit (added at visit 40)	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	nvpv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Nevirapine (191) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	acv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Acyclovir (146) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	pyz	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Pyrazinamide (182) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	fcv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Famcyclovir (213) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	hxu	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Hydroxyurea (207) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	pdlv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used prednisolone (707) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	dlvv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Delavirdine (194) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	fscv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Foscarnet (91) at visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	dgt	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used dolutegravir  (286) since last visit (added at visit 39)	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	cpr	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used complera (280) since last visit (added at visit 34)	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	fsc	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Foscarnet (91) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	przv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Prezcobix  (295) at visit (added at visit 40)	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	lpv	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Lopinavir (217) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	epz	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used Epzicom (ABC/LAM) (254) since last visit	['no', 'yes']
Node	Property	Type	Enum_Values	Description	Flags
summary_drug_use	epo	enum	['No', 'Yes', 'Uncertain', 'Missing']	Used epogen (117) since last visit	['no', 'yes']
